No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
9792,0,3,1,1,25,1,1,10000.0,43032,2,0
21713,0,3,1,10,45,1,10,10000.0,43032,2,0
40030,1,2,1,2,21,0,3,10000.0,68875,2,0
30843,1,0,1,5,41,3,5,24000.0,50515,2,0
8170,1,0,2,3,23,0,3,25000.0,60275,0,0
19140,1,1,1,3,23,0,3,9500.0,51748,1,0
3660,1,4,1,25,61,3,25,20000.0,42424,0,0
6225,1,2,1,1,35,3,1,10000.0,51748,2,0
13674,1,0,2,1,24,0,1,15000.0,40322,2,0
5916,1,4,1,12,36,0,12,30000.0,43032,0,0
39265,1,1,2,5,22,2,5,14000.0,43813,2,1
36543,1,0,1,5,27,0,10,15000.0,59102,2,1
5490,0,2,1,4,34,1,4,25500.0,60625,2,0
26615,0,0,1,2,33,3,2,10000.0,55064,1,0
34355,1,0,1,5,23,1,5,20000.0,31889,0,1
28435,1,1,1,3,25,0,3,10000.0,45965,2,0
6198,1,1,1,3,20,3,3,10000.0,50755,2,0
37325,1,3,1,2,31,0,5,14000.0,53939,4,0
40514,1,0,1,3,46,0,3,16700.0,55133,4,0
39059,1,0,2,2,24,0,2,10000.0,47910,4,0
14576,1,0,2,1,22,1,1,9000.0,48635,2,0
32747,1,0,3,8,41,0,0,15000.0,43032,0,1
9793,1,2,1,7,37,0,7,12000.0,47578,2,0
31459,1,1,1,2,31,0,2,12000.0,53939,2,0
35809,1,0,1,19,45,3,19,15000.0,58417,0,0
38103,1,0,1,2,53,3,2,12000.0,44978,1,0
24150,1,0,2,2,25,0,2,12000.0,43032,2,0
5026,1,2,1,10,29,1,10,15000.0,41061,2,0
1248,1,0,1,20,44,0,20,9000.0,51332,2,0
37482,1,0,1,3,30,2,3,17000.0,55133,1,1
18918,1,0,2,3,25,1,3,12000.0,55133,2,0
30021,1,2,1,3,23,3,3,12000.0,44522,4,1
24705,1,2,1,15,52,1,15,14500.0,32765,0,1
8049,0,0,1,5,37,1,5,9500.0,55133,2,0
12481,1,0,1,2,39,3,2,12000.0,48430,1,0
19774,1,0,2,2,18,0,2,10000.0,51332,4,0
15268,1,0,1,3,30,1,3,12000.0,39641,2,0
7948,0,0,2,1,23,2,1,12000.0,58701,1,0
5371,0,3,2,2,25,1,2,10000.0,50515,0,1
7775,1,0,1,2,27,1,2,16000.0,64674,4,0
6388,0,0,1,1,27,0,1,8000.0,36985,1,0
30272,1,0,1,7,36,0,7,22500.0,49397,4,0
37693,1,2,1,2,26,3,2,12000.0,38739,1,0
40509,1,0,1,2,34,1,2,12000.0,45107,2,0
15988,1,2,2,1,22,0,1,12000.0,50729,2,0
9313,1,0,1,5,26,1,5,15000.0,58417,2,0
7602,1,0,1,17,43,2,17,43000.0,39458,0,0
8439,1,0,1,15,40,1,15,20000.0,60733,0,0
19304,0,1,2,2,24,1,2,14000.0,60073,2,0
28330,0,0,1,1,39,1,1,25000.0,57672,0,0
28078,1,0,1,7,31,1,7,23000.0,48080,2,0
34370,1,0,1,15,51,1,15,16000.0,43032,0,0
8471,1,0,1,2,44,0,2,19000.0,47910,0,1
16871,1,0,1,5,38,1,10,12000.0,50729,1,0
24024,1,0,1,10,34,1,10,17000.0,53054,1,0
27489,1,0,1,18,37,3,18,12000.0,39725,3,0
41696,1,0,1,3,40,1,3,13000.0,50755,2,0
16062,1,2,1,2,30,3,3,25000.0,57136,4,0
27366,1,0,1,2,30,1,2,22000.0,52875,0,0
39657,1,1,1,25,54,1,25,10000.0,55133,0,0
29724,1,0,2,6,28,3,6,15000.0,50697,4,1
32489,1,2,1,3,29,1,3,15000.0,61288,2,1
27119,0,0,1,10,32,0,10,12000.0,57903,2,0
3155,1,0,2,2,24,0,2,11000.0,57221,2,1
15296,1,0,1,5,49,0,5,17500.0,47006,1,0
35902,1,0,1,25,48,1,25,30000.0,59102,2,0
9284,1,0,1,18,42,0,18,11495.0,65407,4,1
8908,1,0,2,1,20,1,1,12000.0,53459,2,0
29479,1,2,1,4,44,1,4,15000.0,50515,4,0
12451,1,0,1,13,33,3,13,20000.0,35392,1,0
20576,1,1,1,8,37,1,0,10000.0,42246,0,0
40398,1,0,1,10,49,1,10,30000.0,52815,2,0
19026,1,1,1,10,25,0,10,12000.0,53519,1,0
11798,1,2,2,5,26,1,5,14000.0,51794,2,0
1500,1,2,2,2,25,1,2,12000.0,48239,2,0
17655,1,0,1,5,40,1,5,15000.0,55977,2,1
18751,1,2,1,2,44,1,2,10000.0,54624,4,0
24630,1,3,1,4,48,3,4,20000.0,50515,2,0
5780,1,2,1,4,31,0,4,10000.0,53917,4,0
1758,1,2,1,5,28,0,5,18000.0,55133,0,0
12959,1,0,1,4,31,1,4,19000.0,59084,0,1
40269,1,0,1,13,42,1,13,20500.0,71635,0,0
41564,1,0,1,7,33,1,7,15000.0,54624,2,0
11839,1,3,1,17,42,1,17,30000.0,47625,2,0
39114,1,0,2,5,27,0,5,10500.0,46530,2,1
5821,1,2,1,3,25,0,3,12000.0,50529,4,0
38770,1,0,1,3,26,0,3,12000.0,41061,0,0
3481,1,0,1,5,28,1,5,9500.0,47578,1,0
15931,1,0,2,4,22,3,4,10000.0,43032,2,1
3703,0,0,2,2,24,0,2,8000.0,51794,0,0
20549,1,2,2,1,20,1,1,8500.0,53306,2,0
18872,1,0,1,7,27,3,7,8300.0,53939,2,0
1575,1,0,1,8,56,0,0,27500.0,32758,3,0
10444,0,2,1,12,36,1,12,9000.0,50839,0,0
16224,1,0,1,4,32,3,4,14000.0,46768,2,0
37297,0,4,1,5,37,1,5,20000.0,55064,4,0
39700,1,3,1,5,41,0,5,12000.0,58018,2,0
22774,1,0,1,20,48,1,40,42593.0,60733,0,0
22274,1,0,2,2,27,1,2,12000.0,40330,0,0
5341,1,2,2,1,26,1,1,12000.0,53939,2,0
23115,1,0,2,4,26,0,4,9500.0,39641,4,0
17657,0,0,1,15,33,1,15,15000.0,52815,2,0
41159,1,0,1,3,31,0,3,15000.0,55064,4,1
29449,0,0,1,16,55,0,32,10000.0,38183,1,0
16134,1,0,2,4,21,1,4,14000.0,58715,1,1
19246,1,2,1,3,30,1,3,8000.0,47723,4,0
35887,1,0,1,3,27,0,3,12000.0,51794,2,0
26834,1,2,1,3,42,3,3,13000.0,41985,0,0
9548,1,0,1,1,24,0,1,12000.0,43965,2,0
10650,1,0,2,5,20,0,5,13000.0,59102,1,0
3585,0,2,1,5,34,1,5,12000.0,58715,1,0
33781,1,0,1,4,22,0,4,12000.0,55133,1,1
42441,1,0,1,3,27,1,3,20000.0,55977,1,1
32552,1,2,1,31,56,1,31,20000.0,53054,0,0
14830,1,0,1,25,52,1,25,45000.0,53939,0,0
12536,1,0,1,25,44,3,25,48059.0,47865,1,0
24612,1,0,2,2,28,1,2,9500.0,51794,2,0
29400,1,0,1,4,35,1,4,28000.0,51890,4,0
2960,1,0,1,5,32,1,5,25000.0,48870,0,0
17698,1,0,1,5,37,1,5,15000.0,57136,1,0
7577,1,4,1,2,28,0,2,14700.0,52875,2,0
38325,1,0,1,10,52,1,10,38314.0,55494,1,0
15259,0,1,1,2,31,2,2,25300.0,61605,1,0
3914,0,0,1,10,37,0,10,20000.0,51748,0,0
21374,1,2,1,5,33,1,5,12000.0,57914,1,0
1181,1,0,1,13,53,3,13,10000.0,43032,2,0
6863,1,0,2,3,25,0,3,10000.0,52875,3,1
31080,1,0,2,2,23,1,2,11500.0,59102,2,0
8111,1,1,1,10,43,1,10,32000.0,47852,1,0
41239,1,0,1,2,26,1,4,15000.0,51794,2,0
4428,1,0,2,2,20,0,2,8500.0,53083,2,0
1433,1,0,2,2,21,0,2,12000.0,38739,2,0
11029,1,1,1,10,31,3,10,12000.0,47910,2,0
21539,1,3,1,15,41,3,15,9000.0,50515,1,0
3109,1,3,1,2,45,0,4,25000.0,40480,2,0
39075,1,0,2,3,26,0,3,10500.0,50515,4,0
35007,1,0,1,8,25,0,16,10000.0,43630,2,0
2879,1,2,1,5,39,0,5,12000.0,42745,2,0
18380,1,0,1,1,30,0,2,12000.0,57843,1,1
13728,1,0,1,5,23,0,10,12000.0,43032,4,0
35108,1,2,1,10,46,3,10,13706.0,48080,0,1
40521,1,0,1,2,28,1,2,12000.0,55133,2,0
13082,1,4,1,15,59,1,15,25000.0,44271,0,0
42589,1,1,1,7,28,2,7,28000.0,39458,0,0
1904,1,2,1,3,32,0,3,15000.0,36242,2,0
1197,0,0,1,1,46,1,1,9000.0,60809,2,0
35269,0,0,2,0,23,1,0,20000.0,55133,2,0
16155,0,0,1,15,31,0,15,25000.0,59102,4,0
9761,1,0,2,3,20,0,3,12000.0,45808,2,0
18253,1,0,2,1,20,1,1,10000.0,47578,2,0
11879,1,0,1,15,44,1,15,27000.0,43630,0,0
14321,1,0,1,5,31,0,5,17849.0,50729,0,1
31104,1,2,1,6,32,1,6,37000.0,59102,2,0
4699,1,2,2,1,26,1,1,56000.0,52815,2,0
22238,1,1,1,3,34,1,3,12000.0,43630,3,0
41635,1,0,1,10,33,3,10,15000.0,59102,2,0
37671,1,2,1,2,21,3,2,12000.0,48430,1,0
39767,1,4,1,2,31,0,2,25000.0,50844,1,0
24863,1,0,1,3,33,1,6,15000.0,45891,2,1
39322,1,3,1,8,54,1,0,12000.0,53083,2,0
39311,0,1,1,4,32,2,4,40000.0,39458,2,0
38940,0,1,1,7,28,1,7,16000.0,54190,0,0
14680,1,0,1,5,32,0,5,13000.0,59102,2,0
17770,1,0,1,3,24,1,3,14000.0,64674,2,0
16750,1,0,1,1,28,1,1,12000.0,55064,2,0
1182,1,2,1,3,23,0,3,9000.0,51990,4,0
14989,1,2,1,15,48,3,15,14000.0,55133,2,0
24356,1,3,1,4,52,1,4,15000.0,47910,2,0
28456,1,0,2,3,21,0,3,10000.0,38184,2,0
24903,1,2,1,5,28,1,5,20000.0,58625,2,0
14740,1,2,1,5,32,0,5,12000.0,53939,2,1
2142,1,0,2,7,22,1,7,11000.0,52463,3,0
28823,1,2,1,5,29,3,5,10000.0,50515,2,0
19910,1,2,1,2,42,1,2,9500.0,52815,2,1
21121,1,0,2,2,18,0,2,9000.0,43032,2,0
33859,1,0,1,10,43,0,10,25000.0,54151,0,0
3850,1,0,1,1,32,1,7,25000.0,53459,0,0
2847,1,2,1,20,48,1,20,15000.0,42058,4,0
1147,1,0,1,3,23,0,3,11000.0,43032,1,1
36004,1,2,2,2,23,3,2,10500.0,49434,2,0
37151,0,2,1,5,40,1,5,20000.0,61109,4,1
19824,1,0,2,4,24,0,4,16000.0,50729,2,1
22492,1,0,1,3,26,0,3,15000.0,51794,4,0
23192,1,0,1,3,37,1,5,18000.0,47049,1,1
6889,1,0,1,3,29,1,3,12000.0,48870,2,0
23747,1,0,1,2,32,3,2,10000.0,51332,4,0
30446,1,3,1,10,38,0,10,9000.0,50729,3,0
13004,1,0,1,6,42,0,6,20000.0,50571,0,0
29329,1,2,1,2,31,0,7,12000.0,47910,3,1
41314,1,2,1,5,28,0,5,12000.0,53939,2,0
39327,0,1,1,1,24,1,1,20000.0,46380,3,0
25088,1,2,1,4,29,3,4,11000.0,53306,2,0
13314,1,2,1,2,30,1,6,11748.0,55133,2,0
32956,1,0,1,6,27,0,6,10000.0,47578,4,0
38263,1,2,1,4,25,0,4,9000.0,47214,4,0
24001,1,2,1,12,37,1,12,43000.0,63780,1,0
2854,1,1,1,6,25,0,6,15000.0,30971,2,0
18920,0,1,1,5,46,1,5,12000.0,55977,4,1
31470,1,2,1,2,25,3,2,15000.0,54624,2,0
12038,1,3,1,5,53,1,6,25000.0,42876,4,0
16768,1,0,1,15,49,3,15,52918.0,60073,0,0
35760,1,0,1,1,23,3,1,14000.0,45107,2,0
12845,1,0,2,10,26,0,10,10000.0,48430,2,0
37997,1,2,1,2,27,3,2,12000.0,55494,1,0
25070,1,3,1,25,44,0,25,50000.0,46929,0,0
16190,1,0,1,4,39,3,4,10000.0,38183,4,1
17834,1,0,2,1,28,1,4,15200.0,59102,2,0
39072,1,7,1,8,23,1,0,20000.0,48710,4,0
26218,1,0,2,2,24,3,4,12000.0,51332,2,0
8087,1,0,2,2,25,3,2,7500.0,47852,1,1
27046,1,0,1,5,40,3,5,15000.0,52875,2,1
8729,1,0,1,1,32,1,1,16000.0,46613,2,0
3451,1,0,1,10,29,0,10,15000.0,43483,2,0
28521,1,0,1,1,30,0,1,8000.0,53939,2,0
28883,0,2,1,10,41,3,10,15000.0,53083,4,0
37642,1,0,2,10,28,3,10,9000.0,53083,2,0
26161,1,0,1,17,37,1,17,20000.0,52565,4,0
29625,1,2,1,4,24,3,4,12000.0,47049,2,0
39870,1,2,1,7,53,0,7,15000.0,55568,2,1
25846,1,0,1,5,31,2,5,20000.0,60809,2,1
36480,1,0,2,5,33,0,5,12000.0,58395,2,0
13041,0,0,2,3,21,0,3,11000.0,44475,4,0
18176,1,0,1,4,27,1,5,13500.0,48012,1,0
26696,1,0,2,3,23,1,5,15000.0,52898,2,0
7272,1,0,2,3,31,1,3,25000.0,53939,1,0
42265,1,2,1,2,38,1,2,17000.0,59102,2,0
34146,1,0,2,1,20,1,1,10000.0,58728,2,0
3592,1,2,1,10,31,1,20,18000.0,50571,1,1
21227,1,2,1,7,33,1,7,13000.0,51332,2,0
13148,0,1,1,3,42,3,3,30000.0,61918,0,0
17117,1,0,1,20,42,1,20,37532.0,63424,0,0
35012,1,0,1,6,38,0,6,14000.0,52815,2,0
35095,1,0,1,5,25,0,5,17000.0,54515,2,0
2617,1,2,1,10,33,0,10,18000.0,53519,4,0
33250,1,0,1,5,27,0,5,10000.0,40322,4,0
35970,1,3,1,15,36,0,20,15000.0,37946,3,0
16423,1,0,1,5,38,1,5,16000.0,55064,2,0
30959,1,0,1,1,31,0,1,12000.0,51440,2,1
31506,1,0,1,2,26,0,2,10000.0,39422,2,0
31484,0,3,1,5,38,0,5,15000.0,50515,2,0
20996,1,0,2,2,25,1,2,9000.0,52815,1,0
38387,1,0,2,2,25,1,2,18000.0,51667,4,1
24337,1,2,1,15,34,1,15,16952.0,47910,0,0
34553,1,0,1,5,37,2,5,32451.0,52815,1,0
26645,1,1,1,19,42,1,19,37000.0,55848,0,0
37767,1,2,1,2,23,3,2,12000.0,44978,1,0
30611,1,0,1,5,34,3,5,10000.0,49205,2,0
12348,0,1,1,3,32,3,3,80000.0,48430,1,0
34659,1,0,2,5,23,1,10,9000.0,48430,1,0
17775,1,0,1,1,34,1,1,28000.0,59102,2,0
9055,1,0,1,8,46,1,8,20000.0,55977,2,0
36812,1,2,1,3,39,1,3,20000.0,61109,4,0
40560,1,0,1,5,39,0,5,15000.0,55064,4,0
20277,1,0,1,1,22,0,1,14000.0,51667,1,0
40057,0,1,1,5,29,0,5,10000.0,60733,2,1
10308,0,0,1,3,30,1,3,15000.0,53438,4,0
8586,1,0,2,3,26,1,3,15000.0,51794,2,0
2071,1,2,1,10,30,0,10,12000.0,37347,3,0
6197,1,2,1,3,26,3,3,10000.0,55133,3,1
12085,1,2,1,4,29,1,4,18000.0,49804,2,0
42330,1,2,1,2,36,1,2,12000.0,59065,2,1
3202,1,0,1,26,49,3,26,38000.0,43032,1,0
2034,1,1,1,9,31,0,0,15000.0,44474,3,1
17725,1,0,1,4,25,1,4,15000.0,54624,2,0
264,1,2,1,10,43,0,10,11000.0,55133,1,1
31107,0,0,2,2,28,3,2,11000.0,54624,2,1
24348,1,2,2,2,22,1,2,10000.0,55133,2,0
37379,1,0,2,9,28,1,0,37000.0,36126,2,0
13150,1,1,1,15,38,3,15,18000.0,63305,1,0
29469,1,0,1,5,36,0,5,15000.0,45107,0,0
34291,1,0,1,3,35,0,3,8000.0,43630,2,1
8725,1,0,2,1,20,0,1,12000.0,54624,2,0
41860,1,2,1,9,30,0,9,17000.0,55133,1,0
36177,1,0,2,5,25,0,5,12500.0,49631,2,0
33034,1,0,2,1,24,1,1,7000.0,51332,2,0
741,1,0,1,20,46,3,20,26000.0,51794,0,0
4641,1,1,1,2,28,1,2,12500.0,59102,2,0
13205,1,1,2,3,23,3,3,16500.0,52875,2,0
40437,1,0,1,2,34,1,2,25000.0,50729,2,0
14124,1,0,2,6,21,0,6,11000.0,51332,2,0
24593,0,0,2,4,25,1,8,12000.0,59102,2,0
8482,1,0,1,2,24,1,2,10000.0,55977,1,0
21077,1,2,1,4,28,1,4,12000.0,50729,1,0
1719,1,4,2,3,25,0,3,13000.0,56837,2,0
24455,1,1,1,10,36,1,10,15000.0,47578,2,0
34855,1,4,1,3,24,3,3,15000.0,55133,2,0
6860,0,1,2,1,24,0,3,8400.0,52875,0,1
1097,1,0,1,10,46,1,10,15000.0,48012,2,0
7119,1,2,1,4,29,1,4,15000.0,52710,0,0
17113,1,0,1,7,27,1,7,10932.0,55064,2,0
4483,1,2,1,1,24,1,3,15000.0,43032,2,0
4805,1,2,1,5,52,1,5,15000.0,42876,2,0
18463,1,1,1,1,29,1,1,15000.0,57672,2,0
22522,1,4,1,14,48,0,14,11000.0,39514,2,0
7117,1,3,1,5,28,2,5,12000.0,45617,1,0
6216,1,2,1,3,28,3,3,12000.0,52062,2,0
17055,1,0,2,1,22,1,1,14000.0,54624,2,1
8971,1,0,2,2,25,1,3,40000.0,60073,2,0
12241,1,2,1,3,48,1,3,15000.0,44301,2,0
25606,1,0,2,1,21,0,1,10000.0,56162,1,0
10268,1,0,2,3,29,2,3,25000.0,58417,2,0
24595,1,0,1,20,57,0,20,42400.0,52815,0,0
30330,1,0,1,10,37,1,10,29857.0,53939,2,0
27809,1,0,1,3,26,0,3,12000.0,45107,1,0
18884,1,2,1,10,49,1,12,17000.0,51794,2,0
40081,1,0,2,2,26,1,2,11000.0,52815,2,0
40987,1,0,1,15,40,0,15,12000.0,60809,4,1
39921,1,2,1,3,52,0,3,10500.0,54624,2,0
37543,1,2,2,5,31,0,10,12000.0,55133,2,0
6053,1,2,1,3,30,3,3,10000.0,47578,2,0
5890,1,1,1,5,25,3,5,12000.0,48989,4,1
6746,1,0,1,20,40,1,20,20000.0,52875,2,0
40885,1,0,2,2,19,1,2,15000.0,52875,2,1
20636,1,0,1,4,38,1,4,12200.0,43813,1,0
8388,1,0,1,2,33,1,4,15000.0,60809,1,0
34116,1,0,2,2,24,0,2,10000.0,56499,2,0
34410,1,3,1,5,36,1,5,15200.0,59102,2,0
19078,1,1,1,5,43,1,5,12000.0,55977,4,0
4335,1,0,1,4,38,1,4,12000.0,50515,0,1
37800,1,1,1,5,28,3,5,20000.0,55133,2,0
25296,1,2,1,5,29,3,5,15000.0,41515,4,0
10134,1,2,1,6,31,2,6,30000.0,52875,2,0
9433,1,0,1,6,35,1,6,25000.0,50729,0,0
33089,1,0,2,2,22,0,2,10000.0,39446,2,0
20163,0,2,1,5,28,0,5,9000.0,54635,1,0
22396,1,0,1,3,31,0,3,12000.0,57400,4,0
28857,1,2,1,5,45,1,5,48000.0,49205,2,0
120,1,0,2,5,29,0,5,15000.0,57843,4,1
17757,1,0,1,10,27,1,10,21000.0,52815,1,1
4634,1,2,1,1,24,1,1,12500.0,55133,2,0
14501,1,0,1,7,30,3,7,16782.0,47578,0,1
36477,1,0,1,2,27,0,2,30000.0,50778,2,0
7438,1,0,1,15,48,1,15,12000.0,43630,1,1
6879,1,0,1,16,53,0,16,36000.0,51387,0,0
41063,1,4,2,2,23,0,5,12000.0,48870,4,0
35716,1,0,1,1,27,3,1,12000.0,55133,2,0
11056,1,0,1,2,25,0,4,16000.0,50729,2,0
37813,1,8,1,5,33,3,5,11000.0,42058,2,0
12593,1,0,1,5,36,3,5,35000.0,46613,1,1
23825,1,0,1,1,24,3,1,10000.0,55133,2,0
4010,1,0,2,1,21,3,1,7000.0,51794,4,0
30643,1,5,1,4,36,2,4,18000.0,56867,2,0
6149,1,2,1,3,28,3,3,10000.0,54190,2,1
9568,1,0,1,10,30,3,20,15000.0,48256,3,0
33909,1,0,1,5,27,1,5,25000.0,29562,2,0
19452,1,1,1,6,31,0,6,12000.0,41382,1,1
23214,1,1,1,2,22,0,2,9800.0,44522,1,0
42104,1,2,1,5,39,1,5,15000.0,50515,2,0
30423,1,0,1,15,41,0,15,25250.0,43032,0,0
6596,1,2,1,6,37,0,6,9000.0,40983,2,1
19458,1,0,1,20,53,0,20,45000.0,45107,0,0
20041,1,0,2,2,21,0,2,8000.0,49804,3,0
15826,1,0,1,18,35,1,18,54500.0,58715,4,0
20053,1,3,1,5,23,0,5,10000.0,51794,1,1
41365,1,0,1,2,26,1,2,15000.0,51449,2,0
36346,1,0,2,5,22,0,5,16000.0,59102,1,0
6272,1,3,1,16,55,1,16,13000.0,43630,1,0
41291,1,0,1,3,28,0,3,15600.0,58297,4,0
28531,1,0,1,2,48,1,2,20000.0,40899,2,0
6000,1,2,1,3,37,3,3,10000.0,42876,2,0
181,0,0,1,7,32,1,7,20000.0,51332,0,0
24650,1,3,1,5,23,1,5,12500.0,55133,2,0
32798,1,0,2,5,27,0,5,9000.0,49552,2,0
28474,1,2,1,20,39,1,20,19000.0,39418,0,0
32407,1,0,2,5,25,1,5,10000.0,57782,2,0
14858,0,2,1,2,30,1,2,10000.0,50755,2,0
15981,1,2,1,6,27,1,6,13000.0,63305,0,1
19649,0,1,1,5,36,1,5,15000.0,43032,2,0
23309,1,2,1,2,29,1,2,15000.0,43032,4,0
19543,1,0,1,1,32,0,1,18000.0,44858,4,0
5140,1,0,1,2,23,1,2,13000.0,64967,2,0
26454,0,2,2,5,36,1,5,10000.0,45078,1,0
30982,1,3,1,13,33,0,26,21000.0,50729,3,0
18817,1,1,1,5,36,1,5,12000.0,52815,4,1
28502,1,0,2,1,25,1,1,16000.0,51794,2,0
15771,1,0,2,3,19,1,3,12000.0,47214,4,0
15101,0,0,2,2,26,1,2,33000.0,58828,3,1
38620,1,2,1,19,62,0,19,11700.0,45919,0,0
30350,1,0,1,15,44,1,15,25000.0,42876,0,0
34851,1,4,1,16,39,3,16,12000.0,53939,0,0
27057,1,0,1,3,29,3,3,20000.0,50515,2,0
39607,1,2,1,4,23,0,4,10000.0,53917,2,0
4480,1,2,1,5,42,1,10,12000.0,51794,2,0
6264,1,0,2,3,23,0,3,22000.0,51180,1,1
18389,1,0,1,2,33,1,2,15000.0,50755,2,0
27821,1,0,1,10,46,0,10,16000.0,47578,0,0
7594,1,2,1,2,37,0,2,12000.0,48057,2,0
29435,1,0,1,3,20,0,3,16000.0,55993,2,0
17367,1,0,1,5,32,1,5,15000.0,55977,2,1
13474,1,3,1,2,36,3,4,10000.0,51332,2,0
6814,1,0,1,20,49,0,20,18716.0,51794,1,0
5298,1,2,1,3,33,1,5,12000.0,43032,2,0
9270,1,0,1,1,46,1,1,9000.0,58370,2,0
28752,1,1,1,3,23,1,3,12000.0,47578,2,0
6725,1,0,1,2,22,0,2,10000.0,51794,2,0
30568,1,0,1,4,27,1,4,12000.0,53939,0,0
39275,1,2,1,3,59,0,3,7000.0,46147,2,0
13867,1,6,1,3,26,0,3,15000.0,47578,2,0
22752,1,0,1,5,29,1,5,30000.0,51332,2,0
29313,1,0,2,5,28,0,5,12000.0,51794,4,0
6003,1,2,1,4,24,3,4,10000.0,50729,2,1
25501,0,4,1,10,50,1,12,32248.0,55064,0,0
134,1,0,1,5,36,0,5,15000.0,47578,4,0
8132,1,2,1,15,42,3,15,16000.0,46929,1,0
23254,1,0,1,17,60,1,17,58000.0,50729,0,0
20205,1,0,2,3,34,0,3,9000.0,50375,1,0
4227,1,0,1,10,40,0,10,10000.0,43358,2,0
24701,1,1,1,7,42,1,7,22000.0,55133,0,0
34038,1,0,1,2,23,3,2,26000.0,48430,0,1
3406,1,0,1,30,56,2,30,25000.0,55064,0,0
25222,1,2,1,10,36,1,10,15000.0,53288,2,0
17608,0,0,1,5,39,1,5,15000.0,52815,1,0
5557,1,2,2,2,27,1,2,17230.0,55977,2,0
36270,1,1,1,7,32,1,9,15000.0,57843,1,0
6597,1,2,1,4,48,0,4,8000.0,48348,2,0
34988,1,0,1,2,29,0,2,10000.0,69119,0,1
4430,1,4,1,3,45,1,3,18000.0,57672,2,0
8451,0,0,1,2,28,1,4,9000.0,43032,0,0
3165,1,3,1,34,57,0,34,38000.0,43032,0,0
8105,1,0,1,2,28,1,2,14216.0,48012,1,0
24239,1,2,1,15,46,0,15,18000.0,47910,0,0
17444,1,0,2,1,22,0,2,10000.0,57672,1,0
41289,1,2,1,5,47,0,25,17000.0,52815,4,1
42390,1,0,1,2,25,1,2,12000.0,53519,2,1
28329,1,3,1,2,23,1,2,15000.0,60039,4,0
20433,1,0,1,1,26,1,1,28000.0,55293,2,0
1390,1,2,1,20,48,0,20,19500.0,51794,2,0
11899,1,0,1,3,22,0,3,12000.0,51332,2,0
18167,1,0,1,5,41,0,5,14000.0,55133,4,0
20450,1,0,1,5,45,0,10,15000.0,50515,4,0
19970,1,0,1,2,28,1,2,15000.0,55064,2,0
5824,1,3,1,15,39,3,15,15000.0,49397,2,0
31208,1,1,1,5,40,3,5,16200.0,47910,2,0
37145,1,3,1,5,31,1,5,15000.0,55064,4,0
33041,1,2,1,1,26,1,1,10000.0,43032,2,0
39087,1,2,1,4,30,0,4,12000.0,53459,2,0
24912,1,2,1,5,37,1,5,15000.0,55320,2,0
24616,0,2,2,4,25,1,4,11968.0,52875,2,0
32960,0,3,1,15,36,1,15,9000.0,47578,4,0
18470,1,0,2,3,26,0,6,12000.0,49804,1,0
42604,1,4,1,22,50,0,22,15000.0,50729,0,0
30107,1,0,2,5,27,1,5,15700.0,43630,0,0
34955,1,6,1,3,56,0,3,20000.0,45100,4,1
31672,1,0,1,3,42,3,3,15000.0,47578,2,0
34231,1,0,2,2,21,3,2,10000.0,48012,4,1
13104,1,0,2,1,22,0,1,12000.0,50778,2,0
41852,1,1,1,17,39,2,17,30000.0,55064,0,0
9976,1,0,2,2,23,3,2,15000.0,69399,4,0
34200,1,0,1,15,48,1,15,21000.0,53939,0,0
39486,1,0,1,3,22,1,3,15000.0,47175,2,0
39558,1,0,1,8,32,0,8,8000.0,47910,1,0
39647,1,0,1,11,29,0,11,10000.0,51748,1,1
38455,1,0,1,6,22,0,12,15000.0,47712,2,0
24129,1,2,2,3,23,0,3,12000.0,53348,4,1
18299,1,2,1,5,39,0,5,13000.0,51794,0,1
36164,1,1,1,6,49,0,6,12500.0,47865,2,0
2955,1,0,1,30,56,0,30,50000.0,57843,0,1
27921,1,1,1,15,52,0,15,15000.0,41902,2,0
30007,1,0,2,2,28,3,2,15000.0,40590,4,0
28196,1,4,2,3,26,1,3,15000.0,58396,4,0
18869,1,0,2,3,22,1,3,12000.0,57265,4,1
1039,1,0,1,2,27,3,2,15000.0,33003,2,0
11546,1,0,2,5,21,1,5,16000.0,57843,2,0
27212,1,0,1,26,48,1,26,19760.0,60809,0,0
8537,1,0,2,4,24,1,8,12000.0,52815,2,0
8006,0,0,1,3,38,0,3,9000.0,55133,4,0
5976,1,0,2,2,28,1,2,20000.0,53939,1,0
1896,0,1,1,5,28,0,5,15000.0,51748,3,0
36863,1,2,1,2,26,1,2,10000.0,52815,4,0
13687,1,0,1,0,26,0,2,10000.0,43010,1,0
10761,1,0,1,23,41,1,23,36000.0,55133,0,0
1318,1,0,1,27,45,0,27,27000.0,51332,0,0
22714,1,0,1,5,45,1,5,18000.0,61288,2,0
5068,1,1,1,3,47,1,13,54541.0,51332,2,0
40667,1,0,1,2,48,1,2,15000.0,51794,2,0
22517,1,0,2,4,24,0,4,12000.0,47006,3,0
19145,1,2,1,5,34,1,5,20000.0,60809,0,0
26064,1,0,2,3,23,0,6,19000.0,51794,2,0
