No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
28477,1,1,1,8,29,1,0,10000.0,56937,2,0
11353,1,0,2,2,25,3,2,15000.0,53083,4,0
3749,1,0,2,4,22,1,4,15000.0,53083,1,0
16821,1,0,2,2,22,1,2,12000.0,44858,1,0
16532,1,0,2,2,22,1,2,9500.0,47358,2,0
27370,1,0,1,9,41,0,0,12000.0,50515,2,0
8399,1,0,1,2,32,1,2,15000.0,52815,2,0
9079,1,0,1,3,33,1,3,15000.0,53562,2,1
524,1,2,1,2,26,3,2,9000.0,51794,3,1
30766,1,0,1,1,36,1,1,15000.0,47910,2,0
25523,1,2,2,6,27,0,6,10000.0,50571,4,0
3727,1,0,1,3,25,0,3,15000.0,53083,1,0
9472,1,3,1,3,45,1,3,30000.0,55064,2,0
23183,1,0,2,1,26,1,1,11400.0,47214,0,0
32890,1,1,1,2,33,1,2,12000.0,47910,4,0
20750,1,0,2,2,19,0,2,8000.0,50729,2,0
30461,0,2,1,8,41,2,0,20000.0,43032,0,0
15620,1,0,1,1,26,0,1,10000.0,47578,2,1
2283,1,0,2,5,26,1,5,27000.0,42276,0,0
2302,1,3,1,9,43,0,0,30000.0,47578,4,0
23781,1,2,1,10,31,3,10,16000.0,47006,2,0
3052,1,0,1,4,34,2,4,15000.0,53939,2,0
14292,1,2,1,7,38,1,7,16000.0,50515,0,0
5820,1,2,1,3,33,0,3,12000.0,50655,4,0
28036,1,0,1,5,26,0,5,8000.0,61605,2,1
35977,1,2,1,6,26,0,6,16800.0,43032,0,0
15173,1,0,1,5,31,1,5,42000.0,30595,2,0
19950,1,2,1,5,54,3,5,10000.0,50515,1,0
48,1,4,1,1,37,3,1,12000.0,51332,4,1
26708,1,0,2,3,22,1,8,15000.0,53811,2,0
16885,1,0,1,5,36,2,12,30000.0,43032,2,0
31819,0,0,1,2,33,0,2,12000.0,47910,2,0
35953,1,4,1,5,24,0,5,9000.0,47910,2,1
14345,1,1,1,13,35,3,13,18772.0,55977,0,0
229,1,1,1,5,30,1,5,10500.0,72425,2,0
1211,1,0,1,2,28,1,2,10000.0,53054,2,0
35592,1,0,1,25,43,0,25,20000.0,55386,0,0
8772,1,0,1,2,23,1,2,21000.0,57843,2,0
33737,1,2,1,5,32,3,5,15000.0,47910,1,0
35775,1,0,1,8,27,3,0,16000.0,50515,2,0
29163,1,0,2,4,20,3,4,10000.0,47214,3,0
20689,1,2,1,2,29,0,2,11000.0,47578,2,0
42295,1,3,1,15,46,1,15,43000.0,52875,0,0
17458,1,2,1,6,54,0,6,13500.0,51332,2,0
10942,1,0,2,2,20,1,2,12500.0,49759,2,0
1986,1,2,1,8,49,0,0,12000.0,36709,3,0
39979,1,0,1,1,27,0,1,10000.0,47564,2,0
35712,1,0,1,3,33,3,3,8500.0,43032,4,0
37895,1,2,1,4,34,3,4,15000.0,47363,2,0
39766,1,4,1,3,37,0,3,18000.0,57672,1,1
25022,1,3,1,2,31,0,2,15000.0,51748,2,0
14016,1,2,1,10,37,1,10,16000.0,53939,2,0
26746,1,0,1,3,28,0,3,12000.0,55064,4,0
41584,1,0,1,3,28,1,4,14000.0,52875,2,1
3117,1,0,2,3,19,0,6,20000.0,46643,2,0
17509,1,0,2,4,24,1,4,15000.0,51332,2,1
11232,1,2,1,20,46,1,20,42000.0,48870,0,0
13753,1,0,1,11,49,0,11,12000.0,47578,2,0
37533,1,5,1,1,29,0,2,15000.0,51254,2,0
6240,0,2,1,25,59,1,25,50000.0,51332,1,0
35187,1,2,1,15,36,0,15,15000.0,52875,2,0
12316,1,2,1,7,36,0,7,10000.0,33789,1,0
6207,1,2,1,3,41,3,3,10000.0,49205,3,0
13303,1,2,1,13,42,1,13,21657.0,47578,0,0
7170,1,1,1,32,55,1,32,53866.0,47578,0,0
29443,1,0,1,1,28,1,1,12000.0,54728,1,0
23590,1,6,1,3,22,0,3,10000.0,43021,3,0
41264,1,0,1,2,43,1,2,15000.0,43032,0,0
33785,1,2,1,5,28,3,5,15000.0,50515,1,0
28853,1,0,2,3,22,3,3,10000.0,52634,2,1
24127,1,2,1,1,25,0,1,12000.0,52850,4,0
18312,1,0,1,2,29,1,2,20000.0,61862,2,0
350,1,0,1,18,48,2,18,42303.0,58972,0,0
32991,1,2,1,1,36,0,1,7000.0,43032,2,0
25563,1,3,2,3,27,0,3,15000.0,39725,4,0
37781,1,2,1,15,44,3,15,12000.0,43032,2,0
35268,1,1,1,11,31,1,11,11055.0,51332,0,1
41750,1,0,1,6,37,0,6,19500.0,52875,2,0
38807,1,0,2,3,26,1,3,15000.0,55064,2,1
33332,0,3,1,4,45,0,4,9500.0,59102,4,0
10367,1,3,1,25,56,0,25,24000.0,52815,0,0
33690,1,0,1,28,43,0,28,15000.0,43032,4,1
3385,1,2,1,27,56,1,27,20000.0,53939,0,1
30554,1,0,2,2,50,2,2,15000.0,52875,2,0
31932,1,0,2,1,20,0,1,15000.0,52875,0,0
7959,1,0,2,3,24,1,3,10000.0,66141,1,0
19091,0,1,1,5,39,0,5,8000.0,57068,4,1
14516,1,2,1,15,28,1,15,10000.0,43032,1,0
42413,1,0,1,5,35,1,5,48000.0,64967,1,0
42490,1,0,2,4,26,1,4,15000.0,60081,4,1
22340,0,0,1,10,37,0,10,15000.0,53459,3,0
30522,1,2,1,2,31,0,2,8000.0,47578,2,0
27304,1,0,2,2,26,3,2,16000.0,59102,2,1
18316,0,0,1,2,34,1,2,10000.0,52468,2,0
26973,1,0,1,10,58,1,10,7799.0,50729,0,0
28315,1,3,2,3,22,1,3,16000.0,64674,4,0
7777,0,0,1,10,44,1,10,14000.0,57672,4,0
32930,1,2,1,3,27,0,3,8000.0,43032,2,0
17205,1,0,2,2,23,0,2,12000.0,55064,2,0
26639,1,3,2,2,20,0,2,10000.0,47910,2,0
24662,0,2,1,15,56,1,15,12000.0,37946,2,0
38504,1,3,2,4,21,1,4,9000.0,59436,2,0
15994,1,2,1,26,54,3,26,20000.0,49804,0,0
30286,1,0,1,9,30,0,9,26000.0,42212,0,0
10889,1,0,1,5,48,1,5,12000.0,38183,2,1
29150,1,2,2,4,27,1,4,9500.0,50515,2,0
7645,1,0,1,5,29,1,5,12000.0,55133,1,0
14116,1,0,2,1,25,0,1,15000.0,52875,2,0
9589,1,0,1,10,34,3,10,15000.0,53939,3,0
38880,0,0,1,1,34,1,1,10000.0,47006,1,0
2833,1,1,1,16,42,1,16,42000.0,53939,0,0
26756,1,0,1,2,28,1,6,12000.0,61034,2,0
23790,1,0,1,1,28,3,1,10000.0,50515,2,1
37612,0,2,1,5,25,3,5,9000.0,58715,1,0
24624,1,2,1,8,25,1,0,22000.0,47578,3,1
28324,1,0,2,1,26,0,1,12000.0,59750,2,0
36194,1,1,1,3,37,0,3,11500.0,52963,2,0
38035,1,0,2,3,22,3,3,12000.0,55133,2,0
9979,1,0,1,3,32,1,3,15000.0,60275,2,0
36216,1,0,2,3,27,0,3,9000.0,60809,2,0
18259,1,0,2,2,23,1,2,10000.0,40899,2,0
14549,1,0,2,9,30,1,9,10000.0,43032,4,0
19073,1,2,1,5,31,1,5,18000.0,50729,3,0
3990,1,1,1,2,34,1,2,18600.0,42876,2,0
14799,1,0,1,4,39,1,4,25000.0,60809,0,0
38364,1,0,2,1,22,0,1,25000.0,63665,2,1
2785,1,2,1,7,38,0,7,12000.0,45094,3,1
3880,1,0,1,3,38,1,3,11000.0,38903,2,0
33861,1,0,1,2,22,0,2,20000.0,66338,0,0
38886,1,0,1,2,50,0,2,15000.0,45107,4,0
11975,1,0,1,2,27,0,2,15000.0,55133,2,0
7746,1,0,2,2,23,1,2,16000.0,64674,4,0
26505,0,0,1,23,47,1,23,28000.0,58715,1,0
34932,1,0,1,6,28,0,6,12126.0,46613,1,0
35654,1,0,2,3,26,3,3,10000.0,42494,3,1
10109,1,4,1,5,39,3,5,12000.0,56867,4,0
25092,1,2,1,7,37,1,7,12000.0,47363,2,0
5666,1,2,1,1,25,1,1,12500.0,60210,2,0
32940,1,2,1,5,30,0,5,10000.0,43630,4,0
33407,1,0,1,6,43,0,6,10000.0,38183,1,0
3407,1,0,1,10,35,1,10,12000.0,51794,2,0
22880,1,0,1,36,55,3,36,29150.0,59102,0,0
5065,0,0,1,2,27,1,2,11000.0,43032,2,0
1548,1,0,1,2,39,0,2,20000.0,54993,0,1
7435,1,0,1,3,36,1,3,16000.0,50515,1,0
10024,1,0,1,2,33,3,7,15000.0,43032,4,0
33804,1,2,1,5,40,3,5,15000.0,59102,1,0
11814,1,0,2,4,23,3,4,12000.0,57136,2,0
14419,1,0,2,1,19,1,1,11500.0,51332,2,0
18827,1,1,1,1,25,1,1,20000.0,55133,4,0
29113,1,0,1,1,28,0,1,12000.0,57136,2,1
37312,1,3,1,3,35,1,3,15000.0,59102,4,0
8418,1,0,1,3,29,1,3,15000.0,51794,2,0
9582,1,0,1,10,36,3,10,20000.0,44861,3,0
38636,1,2,2,4,31,1,4,20000.0,43032,2,0
28666,0,0,1,5,47,0,5,17000.0,55133,0,0
12458,1,0,1,20,51,3,20,30000.0,46639,1,0
13107,1,2,1,10,38,0,10,15000.0,61605,4,0
12467,0,0,1,5,33,3,5,25000.0,61017,1,0
32332,0,1,1,10,51,1,10,15000.0,55064,1,0
39126,1,2,1,15,37,0,15,10000.0,44861,0,1
38806,1,1,1,5,34,1,5,12000.0,56967,2,1
33122,1,0,1,1,30,1,1,26000.0,50729,2,0
37656,0,0,2,3,22,1,3,13000.0,53881,2,0
33932,1,0,2,2,24,3,2,14000.0,51332,1,0
845,1,4,1,8,34,1,0,9000.0,52875,4,0
25389,1,2,1,8,38,0,0,15000.0,59102,4,0
3395,1,0,2,1,23,1,1,9000.0,30489,4,1
11559,1,0,2,1,23,1,1,12000.0,51794,2,0
23147,1,0,1,7,38,1,7,12000.0,42403,2,0
3127,1,0,2,1,18,0,1,10000.0,52626,2,1
15138,1,0,2,15,33,0,15,15000.0,50515,1,0
38307,1,0,1,3,30,1,3,10000.0,53562,1,1
39260,1,2,1,3,28,1,3,8500.0,52850,2,0
954,1,0,1,6,29,1,6,14500.0,52815,2,0
16535,1,0,2,6,28,1,6,27000.0,57843,2,1
3587,1,2,1,15,41,1,15,25000.0,53083,1,0
3557,1,2,1,8,45,0,0,15000.0,58715,1,1
39140,1,2,1,28,48,0,28,12000.0,42745,4,0
28948,1,0,1,1,34,1,1,18000.0,60809,2,0
40791,1,0,1,2,19,1,2,15000.0,43813,2,0
26569,1,5,1,5,32,0,5,10000.0,51794,2,0
6743,1,0,1,2,26,0,2,12000.0,72844,4,0
11267,1,0,0,10,24,0,10,14000.0,40983,2,0
28481,1,2,1,25,46,1,25,41000.0,55064,0,0
40800,1,0,1,5,32,0,5,15000.0,43032,4,0
9484,1,3,1,10,43,2,10,22000.0,58828,0,0
16892,1,0,2,0,26,1,0,9000.0,58297,1,0
13890,1,6,1,14,36,0,14,25000.0,59102,2,1
37530,1,1,1,4,23,0,8,12000.0,54194,2,1
24405,1,0,2,5,26,1,5,30200.0,50729,0,0
18645,1,0,1,5,39,0,7,12000.0,61862,1,0
23042,1,2,1,6,33,1,6,21800.0,54624,0,0
40502,1,0,1,3,28,0,3,18000.0,54624,4,1
8177,1,2,1,14,36,0,14,15000.0,39446,0,0
11620,1,2,1,7,29,0,7,15000.0,51794,2,0
7857,1,0,2,5,35,1,5,7000.0,47214,0,0
20805,0,2,1,5,48,0,5,11000.0,33003,1,0
17485,0,0,1,3,38,1,3,20000.0,48143,3,0
35371,0,1,1,3,29,1,3,18000.0,42395,2,0
8609,1,0,1,5,34,1,5,24974.0,57136,2,0
8061,1,1,1,9,31,1,9,15000.0,48012,1,1
36018,1,3,2,2,23,1,2,20000.0,51957,2,0
12601,1,0,1,2,32,3,2,10000.0,45107,1,0
28716,1,4,1,1,52,3,1,19000.0,55064,2,0
33477,1,0,2,2,36,0,2,12000.0,44978,4,1
32886,1,0,1,2,25,1,2,20000.0,50729,2,0
4598,1,0,1,1,44,1,1,11000.0,55133,2,0
2042,1,0,2,10,24,1,10,15000.0,54635,3,0
6130,1,2,1,4,41,3,4,10000.0,51332,3,1
31528,0,0,1,7,36,1,7,10000.0,49631,0,0
33085,0,0,1,5,38,1,5,24000.0,43032,0,0
10566,1,0,1,5,32,0,5,12000.0,48870,4,0
2064,1,2,1,10,51,0,10,10000.0,48012,3,0
14457,1,0,1,9,30,1,0,8000.0,39458,4,0
13419,0,0,1,5,28,1,5,12000.0,53939,2,0
29661,1,2,1,2,33,3,2,12000.0,42370,2,0
22990,1,0,1,27,52,3,27,38000.0,57843,0,0
31169,0,1,1,2,36,1,2,20000.0,53939,2,1
21387,1,1,1,3,40,0,3,14000.0,51332,1,0
6523,1,0,2,2,26,0,2,9000.0,52875,2,0
25957,1,0,1,2,26,1,2,15000.0,51332,2,0
27433,1,1,1,4,31,1,9,22000.0,50778,0,0
14953,0,2,1,15,44,1,15,25000.0,53939,0,0
30859,1,2,1,2,25,1,6,20000.0,43396,2,0
5470,0,2,1,1,23,1,4,8000.0,43032,0,0
22200,1,0,2,2,21,0,4,12000.0,43032,2,0
14336,1,2,1,3,34,2,3,22000.0,51332,2,0
30936,1,1,2,2,19,0,2,10000.0,53434,2,0
24014,1,0,1,5,29,1,5,8000.0,50571,1,0
27301,1,0,2,2,25,1,2,16764.0,53939,0,0
13180,1,1,1,7,28,1,15,15000.0,55133,0,0
33171,0,0,2,1,20,0,1,8000.0,40899,2,0
27926,1,2,1,5,28,0,5,26330.0,57136,0,0
11422,1,2,1,20,45,0,20,25000.0,47865,2,0
39190,1,2,1,8,27,1,0,21000.0,53083,2,0
6378,1,0,1,7,32,0,7,36000.0,60809,1,0
18625,1,0,1,10,37,1,10,15000.0,51449,2,1
19867,1,0,2,4,27,1,4,11000.0,51332,2,0
14744,1,0,1,7,28,0,7,11800.0,54624,2,0
42272,1,0,1,10,37,1,10,17500.0,58297,0,0
6310,1,2,1,10,35,1,10,12000.0,39641,1,0
9219,1,0,1,15,30,1,15,52000.0,55977,2,0
35362,1,1,1,3,27,1,3,18000.0,57672,2,0
41694,1,0,1,5,31,3,5,18000.0,56867,2,1
36680,1,1,1,16,47,1,16,23675.0,43032,1,0
31213,1,0,2,4,31,1,4,12000.0,43032,2,0
38300,1,0,1,10,48,1,10,17800.0,61017,1,0
14266,0,0,2,3,24,1,3,15000.0,44983,1,0
15867,1,2,1,2,28,2,2,18000.0,45107,2,1
21411,1,0,2,4,31,0,4,17000.0,47910,0,0
42632,1,3,1,2,19,0,2,12000.0,43630,4,0
21665,1,3,1,27,52,0,27,30000.0,53939,0,0
1502,1,0,1,4,58,0,4,10000.0,52981,2,0
27445,1,1,2,5,34,0,5,12000.0,47910,3,0
26183,1,0,1,20,45,3,20,12200.0,52634,0,0
29777,1,0,1,12,33,3,12,9000.0,52963,4,0
41202,1,0,1,3,33,1,3,15000.0,50515,2,0
30640,1,0,2,1,26,0,1,10000.0,52660,2,0
678,1,2,1,1,51,3,1,20000.0,55133,4,0
16378,1,0,2,5,27,1,5,12000.0,60809,2,0
5851,1,2,1,8,28,0,0,12000.0,46897,4,1
7194,1,2,1,5,41,3,5,35000.0,45965,0,0
16301,1,0,1,10,33,1,10,12000.0,49804,2,1
29841,0,4,1,15,41,1,15,50000.0,52131,0,0
2939,1,0,1,5,30,3,5,21000.0,55064,0,0
34618,1,0,1,5,28,1,5,15000.0,55977,2,0
22906,1,2,1,1,38,1,9,16500.0,34559,4,0
1070,1,2,1,14,31,0,14,16600.0,53562,4,1
17929,1,0,2,8,24,0,0,11000.0,53083,1,0
6784,1,2,1,23,60,1,23,29000.0,41783,2,0
14444,1,0,2,1,26,1,1,15000.0,39458,4,0
10672,1,0,1,10,48,2,10,40000.0,53438,1,0
19156,1,1,1,5,40,1,5,12000.0,54624,4,0
36160,1,0,2,2,29,0,2,12000.0,49631,2,0
38066,1,2,1,5,34,3,5,23000.0,52875,2,0
27912,1,0,1,12,30,0,12,35000.0,57399,0,0
19790,1,3,1,8,33,0,0,9000.0,37678,2,0
21120,1,0,1,8,33,0,8,12000.0,43010,3,0
21782,1,3,1,1,29,1,1,10000.0,50794,2,0
28258,1,0,1,1,30,1,1,20000.0,64674,2,0
28362,1,0,1,4,43,0,4,15000.0,47578,1,0
8720,1,0,1,20,42,0,20,29000.0,50729,2,0
17106,1,0,1,1,32,1,3,12000.0,59102,2,1
21560,1,3,2,6,25,3,6,9000.0,48635,1,0
19159,1,1,1,6,43,1,6,15000.0,54486,4,0
37436,1,0,2,0,25,2,2,10000.0,54624,2,0
12716,1,2,1,4,45,1,4,15000.0,51332,3,1
24099,1,2,1,4,44,0,4,10000.0,41121,4,0
5670,1,1,1,10,34,1,10,45000.0,58370,2,0
24518,1,2,1,20,43,1,20,10000.0,52875,1,1
8949,1,0,1,5,34,1,5,20000.0,52697,2,0
21876,1,4,1,15,43,1,15,23000.0,69119,0,0
41992,1,0,1,5,38,0,5,15000.0,44301,1,0
31556,1,0,1,22,46,0,22,20809.0,38159,2,0
26128,1,0,1,30,51,1,30,24000.0,51332,4,0
39455,1,0,1,5,24,0,5,9500.0,48570,4,1
33342,1,0,2,1,20,1,1,10000.0,51794,2,0
24833,1,2,1,7,29,1,7,12000.0,38348,2,0
11182,1,2,1,5,53,3,5,9000.0,50729,2,0
25616,0,2,1,4,38,0,4,10000.0,42654,1,0
40470,1,2,1,1,45,0,1,15000.0,55386,4,0
15123,1,0,1,2,27,1,7,18500.0,53083,1,0
16698,1,0,2,3,23,1,3,15000.0,55133,2,0
30761,0,1,1,2,25,1,2,10500.0,47578,4,0
27765,1,0,1,6,31,1,6,18000.0,52634,4,0
41699,1,0,1,10,35,3,10,15000.0,37106,2,0
8695,1,0,1,15,43,0,15,50000.0,50729,2,0
22738,1,0,2,1,23,1,1,13000.0,63549,4,1
10514,1,0,2,2,21,0,2,13000.0,53562,1,0
10748,1,0,1,24,45,1,24,64893.0,53519,0,0
17232,1,0,2,2,21,1,6,9500.0,47469,2,0
35016,1,1,1,2,31,0,5,26600.0,55064,2,0
15958,1,0,1,17,44,1,17,37797.0,59750,0,0
31692,1,1,1,6,35,0,6,25500.0,52815,2,0
22486,1,0,2,2,20,0,2,13000.0,52963,4,0
37322,1,3,1,5,27,1,5,20000.0,53939,4,1
24502,1,1,1,1,34,1,1,15600.0,50729,2,0
28513,1,0,1,10,45,0,10,25000.0,50729,1,0
30828,1,0,2,3,26,0,6,15000.0,49544,2,0
27307,1,1,2,3,20,0,3,12000.0,48113,3,1
21939,1,0,1,5,26,1,5,20000.0,54624,4,0
14390,1,2,1,24,45,3,24,27030.0,52815,1,0
33765,1,1,1,2,46,0,2,9000.0,47910,2,0
12926,1,0,1,3,46,0,3,10000.0,50515,2,0
25752,1,0,1,2,29,0,2,5500.0,42847,0,0
29416,1,0,2,5,28,1,5,16000.0,51020,2,0
20756,1,0,2,2,24,1,2,20000.0,50729,1,0
19881,0,0,1,3,26,1,3,14000.0,53939,4,1
17794,1,0,1,5,41,0,5,20000.0,59497,0,0
8032,0,0,1,1,22,1,2,10000.0,55133,2,0
1407,1,0,1,2,24,0,2,10000.0,51332,1,0
28690,1,0,1,10,37,0,10,10000.0,48239,2,0
41317,1,2,1,8,41,0,0,17000.0,59070,4,0
14021,1,0,1,5,37,3,5,15000.0,52815,4,0
14254,0,0,1,6,35,3,6,18000.0,55306,0,0
18196,1,0,2,3,28,0,3,15000.0,55133,2,0
31351,1,0,1,10,43,0,10,9000.0,43630,2,0
33461,1,4,1,10,45,1,10,22000.0,55818,0,0
10725,1,0,2,5,29,0,5,11500.0,55064,2,0
21395,1,1,1,3,28,0,3,12000.0,49804,4,0
3443,1,0,1,10,38,0,10,15000.0,53083,2,0
9174,1,0,1,25,48,1,25,32000.0,57843,0,0
39873,1,2,1,3,28,0,3,15000.0,58716,2,0
4175,1,0,1,1,39,3,3,10000.0,55133,1,0
13844,1,5,1,5,54,0,5,12000.0,40899,2,1
39349,1,0,1,2,20,3,2,7000.0,51794,2,0
13382,1,0,1,10,51,1,10,18000.0,50729,2,0
26424,1,2,1,10,41,1,10,15000.0,45019,1,0
16645,1,0,1,15,58,1,15,31000.0,57843,0,0
11529,1,1,1,1,26,0,1,12000.0,52875,2,1
15979,1,4,1,2,34,0,2,28000.0,51332,2,0
20400,1,0,1,8,29,0,0,15000.0,51748,0,0
3626,1,0,1,2,26,0,2,13000.0,54624,3,0
14157,1,3,1,6,25,3,6,9000.0,43910,4,1
10386,1,0,1,10,42,0,10,31800.0,69619,0,0
30270,1,0,1,10,35,0,10,8500.0,46929,4,0
39792,0,5,1,2,34,1,2,15000.0,64674,1,0
19751,1,0,1,4,22,0,4,9000.0,45107,2,0
3516,1,0,1,3,29,3,3,8501.0,59102,2,1
35294,1,2,1,6,34,0,6,13000.0,51332,0,0
15032,1,2,1,3,34,0,3,14000.0,53519,3,1
36821,1,2,1,10,47,1,10,20000.0,52815,4,0
1168,1,0,1,4,41,1,4,12000.0,44978,2,0
20528,1,5,1,1,39,0,1,9000.0,42876,3,0
24660,1,0,1,0,40,1,10,32000.0,52697,0,0
3149,1,4,1,24,45,2,24,83108.0,59445,0,1
17264,0,0,1,5,51,1,5,25000.0,51748,2,0
23956,1,0,1,10,25,0,10,18000.0,56284,4,0
19122,1,0,1,2,28,0,2,12000.0,60073,4,0
13439,1,0,1,20,55,0,20,15000.0,39458,3,0
34235,1,0,1,2,27,3,2,15000.0,48430,4,0
8154,1,0,1,6,36,3,6,9000.0,55111,1,1
39544,1,0,2,10,25,0,10,7500.0,42246,1,0
13833,1,1,1,3,30,1,3,22000.0,51332,2,0
28902,1,0,2,2,24,3,2,10000.0,47633,1,0
29992,1,1,1,2,35,1,2,15000.0,50515,4,0
4137,1,2,1,1,23,3,2,10000.0,51794,1,1
19423,1,2,1,10,32,1,10,15000.0,45891,2,0
4150,1,2,2,0,24,3,1,10000.0,55064,1,0
14017,1,0,2,1,20,1,1,12000.0,55064,2,0
6571,1,0,2,1,28,0,1,24000.0,47910,2,0
28408,1,1,1,2,29,0,2,12000.0,43630,1,0
15366,1,0,2,3,31,3,3,12000.0,45107,1,0
23851,1,0,1,3,21,0,3,10000.0,67220,1,0
39601,1,0,2,2,18,0,2,8000.0,42246,1,0
15155,1,0,2,10,33,0,10,12000.0,59102,1,0
13779,1,2,1,3,26,0,3,8000.0,37946,2,0
33635,1,1,1,5,26,3,5,9000.0,47910,2,0
27043,1,0,1,4,24,1,4,20024.0,51332,0,0
15761,1,0,2,1,19,1,1,10000.0,46613,4,0
39546,1,2,1,8,31,0,0,12000.0,53917,4,1
402,1,0,2,7,24,3,7,15000.0,47910,4,0
41252,1,0,1,7,30,0,7,18000.0,56767,4,0
3057,1,0,1,2,25,0,2,18000.0,51332,0,0
40921,1,0,1,3,35,0,3,15000.0,64961,4,0
3317,1,0,2,5,25,1,5,12000.0,52815,2,0
12118,1,0,2,2,26,1,2,12800.0,44978,2,0
23595,1,6,1,10,22,0,10,12000.0,60733,2,1
12126,1,1,1,2,39,0,2,20000.0,48080,2,0
18231,1,0,1,2,23,1,6,12000.0,54624,4,1
42230,1,0,1,3,61,1,3,21339.0,70156,0,0
17718,0,0,1,1,24,0,2,10000.0,59102,1,0
25163,1,0,1,25,44,3,25,10000.0,48875,2,0
6997,1,0,1,5,43,1,5,25000.0,39641,1,0
41923,1,1,1,12,41,3,12,15600.0,52634,1,0
38790,1,0,1,6,54,1,6,16000.0,49228,0,0
706,1,0,2,2,26,3,2,15000.0,60809,2,0
3491,1,0,2,3,29,1,3,8500.0,43032,2,0
15339,1,2,1,2,24,0,2,7800.0,47910,1,0
15823,1,0,1,2,22,1,4,12000.0,44301,4,1
24090,1,2,1,2,25,0,2,10000.0,38286,4,1
7054,0,0,2,0,23,3,0,12000.0,51794,2,0
5580,1,0,1,16,41,1,16,40000.0,47910,2,0
31416,1,0,1,3,34,0,3,23000.0,57405,2,0
35919,1,0,1,15,50,1,15,40000.0,54624,0,0
31099,1,3,2,3,28,1,3,20000.0,48115,0,0
42089,1,2,1,1,37,1,1,10000.0,44768,2,1
11991,0,0,1,10,45,1,10,12000.0,51332,3,0
32353,1,2,1,5,31,1,5,10000.0,48012,2,0
25650,1,1,1,2,27,1,2,15000.0,51332,2,0
2607,1,0,2,5,25,0,5,10000.0,42745,1,0
2429,1,2,1,4,32,1,10,18000.0,55133,2,0
3815,1,0,2,2,28,0,2,12000.0,53958,2,0
40467,0,0,1,2,29,1,2,12000.0,57843,4,0
18646,1,0,1,3,33,1,3,18000.0,57498,1,0
835,1,0,2,1,19,1,1,10000.0,47578,3,1
8624,1,0,1,5,46,0,6,15000.0,60809,1,1
33941,0,0,2,1,22,3,1,12000.0,52815,1,0
25494,1,4,1,5,28,0,6,15000.0,47625,2,0
22821,1,0,1,5,29,1,10,15000.0,57843,1,0
5565,1,2,2,2,21,1,2,12500.0,40480,2,0
21673,0,1,1,2,26,1,2,14000.0,52875,0,0
28333,0,0,1,1,30,1,1,18000.0,63780,2,0
4951,0,5,1,5,41,0,5,12000.0,52875,2,1
15194,1,0,2,5,28,1,5,15000.0,36175,2,0
18799,0,2,1,3,30,0,3,9000.0,55133,0,0
42553,1,1,1,8,42,0,0,14000.0,55767,2,0
23718,0,2,1,7,43,1,7,10000.0,40480,2,0
19177,1,0,1,5,32,3,5,10000.0,55064,2,0
11332,1,1,1,3,26,1,3,16500.0,51794,2,1
42210,1,2,1,2,38,1,2,12000.0,53860,2,0
36175,1,0,1,5,32,1,5,12000.0,55977,2,0
27675,1,0,1,5,27,0,5,8000.0,37946,1,0
25009,1,2,1,3,26,3,3,10000.0,55767,3,0
8963,1,0,1,19,41,0,19,15000.0,50515,4,0
34765,1,0,2,4,22,1,4,13850.0,54624,0,0
8417,1,0,2,5,29,1,5,13000.0,51332,2,0
12278,1,0,2,1,20,3,1,9500.0,48012,2,0
30328,1,0,1,3,36,0,3,15630.0,55133,2,0
27710,0,0,2,2,24,2,2,10000.0,47578,4,0
5629,1,1,1,2,49,1,2,20000.0,51449,2,0
38845,1,0,1,10,32,1,10,15000.0,48239,0,0
26019,1,0,2,2,27,1,2,10500.0,55133,3,0
3681,1,0,2,3,27,1,3,12000.0,43032,1,0
19403,1,1,1,20,40,1,20,10000.0,61642,4,0
29475,1,2,1,5,33,0,5,15000.0,55133,4,0
3985,1,3,1,35,50,1,35,23000.0,55133,0,0
15198,1,0,2,3,29,1,3,12710.0,51794,1,0
37734,1,0,1,6,32,3,6,10000.0,50706,2,0
37356,1,2,1,4,31,1,10,18000.0,50755,4,0
20786,1,2,1,8,31,0,0,10000.0,50729,1,0
3666,1,0,2,2,27,1,2,8000.0,55133,1,0
8412,1,0,1,3,37,1,3,26700.0,58297,2,0
18830,1,1,1,3,34,1,3,12000.0,52875,2,0
23205,1,3,1,10,50,1,10,24000.0,57068,0,0
33422,1,0,1,8,52,1,0,10000.0,44858,1,1
22834,1,0,1,1,39,1,1,15000.0,53939,2,0
25343,1,0,1,2,34,3,4,12000.0,50729,4,0
19556,1,0,2,2,23,1,2,15000.0,51794,4,0
11831,1,2,2,1,22,0,1,15000.0,49232,2,0
28742,1,0,1,2,29,1,2,12000.0,43630,2,0
16928,1,0,1,2,37,0,12,13000.0,52565,1,1
33972,1,0,2,3,23,1,3,12000.0,57136,1,0
35651,1,0,2,1,22,0,2,7000.0,49693,2,0
7242,1,0,1,3,36,1,3,12000.0,52815,1,0
2637,1,2,1,3,32,0,3,12000.0,39641,4,0
40882,1,0,1,2,20,0,2,12000.0,55977,4,1
